,age,daily_active_minutes_instagram,self_reported_happiness
35626,29,219.0,4
129169,16,286.0,4
142530,65,207.0,5
156640,40,83.0,6
110908,15,250.0,1
157602,41,193.0,10
3655,52,62.0,10
69365,63,112.0,8
128600,35,303.0,1
106097,24,94.0,9
168279,57,403.0,1
35678,54,418.0,1
116778,57,131.0,2
178294,26,120.0,3
42219,51,256.0,6
125092,63,196.0,2
13336,20,141.0,10
138876,34,442.0,2
655,21,369.0,1
185270,26,294.0,6
17322,58,5.0,4
74487,14,437.0,3
108127,40,119.0,10
20268,30,232.0,5
2411,53,112.0,8
135579,17,117.0,6
33127,63,81.0,10
88591,64,223.0,5
95938,62,243.0,7
21614,35,43.0,10
110978,26,337.0,9
149862,14,75.0,1
65597,16,357.0,6
51506,15,403.0,2
192687,32,35.0,10
42232,45,32.0,7
5955,29,254.0,4
192067,65,255.0,1
89552,26,313.0,6
130232,36,98.0,6
40495,27,310.0,7
50594,48,137.0,4
30695,58,266.0,2
132835,59,207.0,8
89081,27,306.0,2
1223,27,67.0,9
159542,48,270.0,4
1930,53,203.0,8
166884,13,207.0,7
73218,55,366.0,3
53325,15,401.0,9
171720,47,50.0,4
66186,63,5.0,9
181111,57,210.0,10
98178,56,122.0,1
36904,54,270.0,5
122145,33,66.0,7
151379,57,103.0,4
53774,31,40.0,8
164258,56,169.0,1
60966,55,5.0,6
20297,40,343.0,2
70506,33,218.0,2
146284,61,128.0,3
153911,61,5.0,10
38214,58,329.0,3
38758,25,58.0,9
81040,32,180.0,10
48860,59,166.0,6
114348,29,454.0,2
5129,55,240.0,4
169552,64,167.0,3
129934,34,273.0,9
64700,15,39.0,9
186755,60,26.0,7
56713,22,363.0,10
39272,64,111.0,3
62857,56,111.0,9
194531,62,5.0,7
71976,19,69.0,3
5385,37,158.0,1
193240,50,149.0,2
96150,28,360.0,3
108922,49,36.0,10
65414,55,111.0,3
197205,20,367.0,2
131695,47,5.0,6
59023,43,277.0,1
77059,16,289.0,1
34259,57,185.0,2
94526,54,57.0,1
127909,17,351.0,1
153783,24,144.0,10
160349,18,186.0,6
151388,62,219.0,9
21507,22,114.0,7
189152,52,137.0,6
390,36,282.0,8
148893,15,129.0,2
71738,45,69.0,7
98762,43,279.0,10
19598,33,290.0,10
22358,51,67.0,4
199300,24,42.0,10
172709,52,5.0,5
96600,57,127.0,3
182424,22,208.0,8
57991,36,123.0,9
197298,36,120.0,4
7102,45,150.0,2
138690,62,34.0,1
171961,36,199.0,10
189982,49,303.0,4
136222,16,293.0,4
106964,20,379.0,3
13483,47,224.0,4
168496,46,14.0,7
116606,48,89.0,7
56108,37,397.0,3
152018,57,5.0,5
86482,17,312.0,9
194704,21,28.0,6
173215,33,26.0,5
98185,43,5.0,5
55914,52,97.0,7
6001,43,286.0,1
75190,44,289.0,8
198135,16,164.0,10
12558,46,108.0,6
146967,57,89.0,5
48672,58,31.0,5
109029,49,169.0,5
60831,39,118.0,3
48375,56,240.0,8
197811,32,195.0,6
130126,52,154.0,5
119963,62,190.0,10
26546,50,5.0,7
171569,62,263.0,7
62259,33,264.0,8
177741,57,66.0,9
110775,38,142.0,2
48824,34,142.0,4
158966,58,164.0,6
15444,51,199.0,9
153175,46,332.0,3
95786,30,150.0,4
1153,47,269.0,3
67903,22,93.0,9
74255,57,210.0,10
102974,37,373.0,3
133754,52,128.0,8
78719,19,168.0,3
67782,57,235.0,2
1839,36,446.0,5
17186,47,200.0,4
71343,13,274.0,2
136825,44,161.0,9
82469,22,150.0,4
113000,29,241.0,2
32777,63,209.0,1
72824,35,275.0,10
61373,51,189.0,1
182398,29,295.0,2
111080,35,280.0,5
41649,35,232.0,5
176584,55,265.0,1
180066,41,145.0,8
84393,56,61.0,9
66505,31,114.0,10
160771,24,147.0,5
137033,58,209.0,7
147300,18,5.0,8
156373,31,116.0,10
18925,29,305.0,1
157760,17,266.0,4
123264,25,5.0,7
28005,46,395.0,2
112246,59,165.0,3
143956,47,330.0,5
853,15,244.0,6
122244,24,184.0,3
73789,25,282.0,3
82998,49,118.0,8
125704,38,447.0,3
39978,38,132.0,9
41125,17,239.0,2
6259,38,307.0,4
167540,56,167.0,4
134787,42,208.0,2
103605,53,199.0,2
82660,45,5.0,7
86936,63,34.0,3
155060,26,53.0,3
7882,38,283.0,5
143217,32,404.0,6
29329,38,296.0,1
139094,61,238.0,3
99367,13,122.0,9
33441,54,259.0,3
122031,61,13.0,7
44842,32,401.0,1
152175,55,72.0,1
58950,53,86.0,3
155000,55,151.0,3
87403,64,94.0,1
191461,62,317.0,3
57330,17,152.0,6
56717,48,316.0,8
24080,37,127.0,8
169359,25,159.0,4
88124,50,5.0,10
15795,29,58.0,8
178565,34,256.0,6
103898,17,257.0,10
89668,40,166.0,2
121773,56,52.0,6
68443,47,262.0,3
135033,61,70.0,10
16687,53,5.0,10
131531,49,250.0,7
87963,38,151.0,6
346,32,418.0,3
149769,40,293.0,9
143690,30,237.0,1
21026,46,230.0,8
38518,29,39.0,4
167651,50,143.0,4
95736,37,247.0,6
86954,45,119.0,8
81413,28,291.0,6
180521,16,232.0,6
66307,48,328.0,5
58325,37,181.0,7
132458,20,109.0,1
101388,43,291.0,3
182193,30,198.0,10
137122,43,5.0,7
130190,21,450.0,1
26645,54,310.0,5
196685,46,24.0,8
111543,20,97.0,8
10938,53,279.0,5
45277,44,232.0,2
176502,34,101.0,10
172104,16,241.0,3
128590,36,460.0,2
187500,51,222.0,1
96152,20,246.0,8
131112,51,5.0,8
108221,30,246.0,4
150038,54,25.0,8
159708,59,48.0,5
62015,39,117.0,9
165514,64,5.0,8
47283,54,303.0,3
179987,22,410.0,1
61793,49,187.0,6
165993,47,93.0,7
62910,20,195.0,4
59979,58,5.0,4
1911,44,77.0,10
36182,33,101.0,7
14563,54,58.0,4
98207,37,255.0,6
88823,24,166.0,7
71496,33,115.0,6
190517,19,22.0,8
166828,22,219.0,5
80147,57,135.0,10
102249,45,212.0,5
38251,57,142.0,9
98617,44,156.0,5
96399,39,91.0,6
34853,29,238.0,2
179742,55,148.0,7
12921,54,338.0,1
150192,59,291.0,7
163633,52,248.0,1
20032,18,348.0,7
85901,44,56.0,8
122699,50,161.0,10
158575,22,278.0,7
120966,61,130.0,10
106437,14,318.0,2
106929,24,176.0,9
186278,52,125.0,1
134585,60,127.0,8
176629,52,233.0,9
187634,49,78.0,5
156587,37,66.0,9
151183,27,103.0,2
36612,47,234.0,2
119374,58,254.0,1
115125,47,234.0,6
189987,21,123.0,3
114100,61,120.0,1
129817,40,231.0,10
127810,65,286.0,3
107479,48,210.0,2
79354,16,5.0,9
48918,39,69.0,9
169456,40,66.0,4
24359,20,91.0,10
199125,48,100.0,2
191979,63,187.0,2
113888,20,210.0,2
15613,47,325.0,9
193294,19,326.0,3
97855,19,223.0,2
5218,13,332.0,9
186294,40,195.0,7
160266,45,145.0,3
186785,36,176.0,4
10704,24,274.0,10
191221,51,46.0,9
103716,38,45.0,8
26623,15,285.0,1
162541,34,5.0,3
25271,33,115.0,8
132236,54,200.0,8
188844,51,5.0,7
110956,16,301.0,5
13817,19,431.0,1
160339,54,297.0,5
134318,28,365.0,3
111688,37,26.0,8
59812,64,360.0,1
141587,27,282.0,2
181845,19,345.0,1
96608,58,86.0,5
71390,38,395.0,3
121922,38,195.0,4
8493,64,319.0,2
54868,48,84.0,3
41390,14,392.0,3
59259,29,84.0,10
20438,39,72.0,5
165825,15,400.0,4
167323,47,398.0,1
72373,24,320.0,4
117980,50,214.0,10
19928,17,386.0,8
24446,21,353.0,6
72535,37,369.0,1
62084,61,5.0,10
115910,48,161.0,1
125158,45,29.0,5
131392,51,280.0,2
156885,42,63.0,7
169274,63,5.0,7
80929,53,69.0,8
118149,48,261.0,5
9076,56,242.0,1
60438,58,316.0,3
133631,19,222.0,2
194323,52,190.0,8
17698,37,203.0,3
103511,44,163.0,1
192362,50,98.0,9
113330,35,118.0,4
127212,47,295.0,6
83974,59,128.0,8
196078,30,293.0,3
74659,64,119.0,10
8206,55,125.0,10
181598,23,63.0,5
60304,32,257.0,1
1071,33,364.0,3
108026,53,12.0,2
180611,14,244.0,7
187708,54,149.0,3
114950,30,229.0,5
51010,28,293.0,6
85198,25,139.0,2
4883,18,154.0,7
181932,49,111.0,4
198731,25,132.0,6
12821,31,149.0,2
137428,28,290.0,5
104722,48,339.0,2
51805,44,5.0,8
7277,25,97.0,10
148550,31,226.0,6
155963,40,319.0,3
77306,29,252.0,2
97577,60,237.0,6
35401,57,178.0,1
136193,44,5.0,8
162022,65,71.0,10
152183,65,185.0,4
60564,55,302.0,3
126623,48,179.0,5
155980,36,175.0,8
73361,17,5.0,10
178344,19,168.0,7
63269,52,233.0,8
137059,40,383.0,2
153982,38,314.0,4
72304,39,5.0,3
15648,50,253.0,1
103035,54,360.0,1
2023,27,330.0,6
165038,18,149.0,3
178589,19,227.0,2
179306,43,239.0,6
178301,50,201.0,6
188170,58,90.0,7
138472,37,376.0,2
146047,13,337.0,5
5155,23,131.0,8
81744,26,310.0,10
185265,34,216.0,9
47927,43,258.0,3
155332,58,136.0,6
169034,43,294.0,3
85156,33,370.0,3
104735,57,276.0,2
182542,52,203.0,7
168539,59,181.0,8
96321,59,134.0,1
17750,29,223.0,2
112792,20,192.0,10
167166,39,302.0,6
31424,44,152.0,1
100411,39,331.0,5
32833,21,274.0,3
3334,33,238.0,10
166286,40,303.0,8
37122,46,61.0,5
9282,22,34.0,9
124356,25,443.0,1
43182,40,283.0,7
107926,60,293.0,6
77144,47,119.0,9
20780,63,5.0,10
42627,29,216.0,10
2084,53,197.0,9
23044,25,412.0,2
99159,17,367.0,5
123772,27,214.0,10
25849,49,225.0,1
44580,17,216.0,8
56259,34,237.0,10
99727,57,179.0,8
96687,31,280.0,6
56245,42,109.0,2
57145,56,287.0,3
137005,50,215.0,7
21455,47,182.0,9
192763,31,321.0,5
196041,19,208.0,1
69718,57,199.0,8
11659,27,88.0,6
42489,62,277.0,2
187367,54,42.0,4
124131,36,201.0,5
152204,49,5.0,4
59322,16,41.0,9
109706,63,179.0,1
143192,28,281.0,9
195122,50,350.0,1
162632,39,198.0,5
14541,50,144.0,1
115515,22,274.0,9
109786,64,47.0,6
142889,65,32.0,3
169692,21,142.0,3
177141,30,86.0,8
16825,61,239.0,9
36012,29,87.0,3
137959,54,242.0,2
21839,31,180.0,6
49834,27,167.0,4
32295,13,70.0,8
173165,54,230.0,3
148752,48,273.0,2
92787,23,277.0,5
108856,61,295.0,2
174300,28,112.0,5
192927,45,85.0,6
140627,44,33.0,7
80893,63,71.0,10
18108,64,102.0,6
46306,50,109.0,5
68323,46,310.0,5
123568,43,31.0,7
181794,13,127.0,9
178837,24,5.0,7
195606,21,112.0,9
75238,24,5.0,9
143828,41,260.0,8
80969,51,64.0,6
171510,20,127.0,4
19694,26,123.0,9
20672,28,225.0,4
143021,50,62.0,1
66897,24,105.0,6
23841,40,241.0,1
154441,52,261.0,4
188417,39,177.0,10
125636,61,171.0,8
184015,58,218.0,3
33131,22,249.0,8
135590,29,84.0,3
168485,25,281.0,2
88068,58,255.0,4
106895,40,173.0,8
24209,28,64.0,10
102830,15,248.0,2
113747,51,125.0,4
144727,43,242.0,3
14044,36,173.0,4
28498,62,286.0,5
93094,35,318.0,6
70663,58,99.0,6
143869,51,66.0,6
46767,18,153.0,8
110410,43,158.0,2
190858,52,69.0,6
121113,20,54.0,10
95673,43,348.0,3
183678,25,123.0,9
93419,56,343.0,2
2063,14,229.0,9
17691,21,5.0,7
64887,16,266.0,8
121934,19,300.0,10
64933,54,132.0,10
427,60,134.0,3
114199,51,230.0,6
55256,41,58.0,6
137304,64,157.0,2
3979,16,213.0,10
64226,56,72.0,1
124926,33,143.0,1
85779,64,5.0,8
67747,34,86.0,6
177797,34,79.0,3
186709,41,20.0,8
155575,41,170.0,9
123464,58,192.0,1
18386,49,175.0,1
177373,36,67.0,6
10329,59,51.0,2
69875,47,144.0,7
159397,45,77.0,5
120476,19,227.0,8
117045,58,254.0,7
116543,53,378.0,2
75633,45,221.0,7
103532,43,199.0,10
167075,32,5.0,9
45026,50,323.0,1
6108,39,5.0,5
190575,17,316.0,6
5886,44,14.0,5
133087,28,384.0,6
44207,47,354.0,5
116657,28,220.0,3
157472,58,59.0,9
75561,32,353.0,4
175479,26,145.0,2
23640,28,338.0,6
179317,65,221.0,3
111456,47,121.0,10
94636,41,147.0,2
154061,30,341.0,1
1546,39,176.0,8
22472,52,94.0,6
94645,62,274.0,3
21114,33,300.0,3
141240,59,267.0,1
170023,56,5.0,8
81761,64,48.0,9
56439,16,417.0,2
47981,55,5.0,10
103633,46,50.0,5
189457,63,156.0,4
11557,63,247.0,1
160065,34,61.0,3
111550,56,256.0,3
126643,53,136.0,7
130089,32,33.0,7
41621,42,304.0,3
108166,14,151.0,6
73287,54,82.0,2
102377,59,93.0,4
60241,23,79.0,5
139834,58,103.0,7
179247,49,208.0,1
62946,40,318.0,2
114080,14,158.0,3
148491,42,442.0,3
85877,28,323.0,7
196690,31,74.0,9
58198,31,256.0,8
185122,56,107.0,10
37131,25,342.0,6
24345,15,318.0,7
169844,54,241.0,5
33269,40,68.0,6
189562,26,145.0,5
185609,14,80.0,4
121580,14,241.0,1
165749,16,244.0,9
166226,51,213.0,4
43796,58,192.0,1
49761,14,120.0,6
187635,31,32.0,7
65916,37,320.0,1
193337,45,136.0,9
33187,53,149.0,8
4823,60,5.0,5
75805,29,112.0,6
117775,27,123.0,2
7211,58,88.0,7
81978,64,202.0,7
170784,18,318.0,6
149040,21,305.0,3
125274,15,19.0,8
79200,55,230.0,2
69122,63,241.0,1
184349,54,84.0,4
67005,27,192.0,4
171098,59,400.0,1
89882,48,139.0,1
79297,43,174.0,8
59362,54,126.0,10
132439,28,271.0,10
8172,14,338.0,9
171888,42,100.0,7
198126,15,297.0,8
157829,60,285.0,3
50280,47,118.0,8
169675,52,136.0,3
107414,43,22.0,10
163666,25,316.0,3
184079,50,378.0,7
123860,24,53.0,8
191136,28,50.0,10
117412,14,76.0,5
11523,61,100.0,2
162525,27,352.0,1
38950,32,68.0,6
54853,51,244.0,4
50541,14,236.0,9
112402,17,297.0,5
75472,45,374.0,1
66356,33,202.0,10
5408,65,96.0,6
173175,21,156.0,2
108396,37,53.0,10
37462,20,170.0,10
12506,30,77.0,4
22303,53,5.0,9
5748,36,86.0,8
92502,39,245.0,6
116899,53,218.0,4
198319,62,248.0,6
176595,15,71.0,6
66637,19,16.0,9
58127,33,308.0,7
135788,46,286.0,7
72966,45,30.0,6
128446,54,37.0,9
81255,45,307.0,4
39406,57,31.0,5
48577,56,5.0,7
128332,42,140.0,6
181049,45,117.0,8
91254,28,309.0,1
54068,34,71.0,9
24416,22,193.0,8
192996,31,5.0,5
21076,63,129.0,7
188037,39,404.0,4
110060,18,228.0,8
84940,45,127.0,5
55929,60,320.0,3
129627,41,125.0,2
30497,41,7.0,5
150375,65,46.0,4
43152,39,126.0,8
95159,51,192.0,10
95008,56,254.0,1
31392,45,161.0,8
71350,13,44.0,8
172449,40,300.0,4
91944,19,305.0,5
199378,37,141.0,2
168175,16,216.0,8
100548,34,175.0,10
127259,26,240.0,5
182704,39,261.0,4
11799,36,244.0,2
66085,59,57.0,10
8948,31,78.0,7
14443,21,238.0,3
172118,39,205.0,8
144787,29,148.0,9
188529,18,299.0,3
154149,47,306.0,8
186830,56,192.0,6
140357,24,246.0,2
16940,61,5.0,2
83338,32,283.0,2
33817,28,226.0,2
120848,20,329.0,2
29027,14,102.0,2
125210,33,319.0,4
181094,64,78.0,2
174442,52,127.0,1
136988,20,101.0,10
175559,13,353.0,2
134660,36,301.0,7
121372,58,366.0,3
85384,46,140.0,6
5360,38,300.0,8
91824,19,200.0,10
60547,27,292.0,1
184310,16,200.0,3
1124,50,86.0,1
26473,43,176.0,3
105978,16,354.0,2
55444,45,219.0,2
25299,17,234.0,1
93633,34,117.0,8
198251,46,98.0,1
151348,29,153.0,9
24990,41,101.0,8
62273,15,451.0,3
90921,50,116.0,8
1537,49,58.0,2
111512,65,164.0,10
8331,60,134.0,10
154241,14,426.0,3
37700,48,161.0,3
65171,45,66.0,5
83356,31,45.0,9
100491,43,166.0,8
76338,45,232.0,1
57314,27,264.0,10
181251,20,300.0,9
19556,50,305.0,5
25945,15,130.0,8
107876,64,166.0,6
154554,56,220.0,1
4676,21,270.0,1
51647,29,151.0,1
121466,41,72.0,8
163021,37,324.0,5
51756,19,258.0,4
185819,27,240.0,4
98451,35,255.0,5
59945,48,152.0,3
198227,30,53.0,9
179674,62,37.0,5
111658,60,5.0,9
180496,30,112.0,4
180969,35,43.0,10
70165,37,152.0,10
41529,57,184.0,7
190848,33,164.0,7
42833,13,199.0,1
197461,41,5.0,5
136416,39,209.0,1
117798,37,196.0,1
29033,54,271.0,5
157585,47,236.0,1
20508,59,6.0,9
1633,28,5.0,10
80121,24,93.0,5
104441,33,426.0,3
180606,41,84.0,10
158115,61,215.0,8
50389,38,111.0,5
76701,28,273.0,7
199432,21,281.0,1
53439,32,315.0,2
16684,40,205.0,4
131007,65,139.0,7
164140,45,12.0,5
52635,55,92.0,5
189440,62,71.0,4
152031,46,165.0,5
78936,28,211.0,2
149308,43,5.0,10
172724,30,253.0,7
183978,39,285.0,1
55040,32,207.0,9
97707,31,159.0,2
118383,51,197.0,10
146341,53,5.0,10
111447,15,227.0,7
47048,38,141.0,5
140589,41,220.0,4
1641,49,248.0,1
30151,60,241.0,9
57911,48,300.0,5
109704,30,389.0,1
92471,22,121.0,10
184525,40,295.0,2
197213,44,321.0,1
141626,19,69.0,9
187648,22,137.0,3
16923,49,170.0,2
20643,65,221.0,7
62314,20,178.0,3
179425,37,168.0,5
52022,13,402.0,7
137453,64,172.0,4
78566,21,153.0,8
62657,38,312.0,3
196576,58,103.0,4
150775,20,314.0,1
27732,53,76.0,3
91173,58,148.0,10
21879,29,202.0,4
19232,16,193.0,9
190744,20,435.0,1
172363,62,5.0,7
18230,30,156.0,6
90092,61,246.0,1
101460,15,64.0,9
16819,51,224.0,2
171472,53,236.0,1
14489,62,138.0,10
2306,27,323.0,9
43936,31,27.0,7
95891,53,5.0,7
196092,59,170.0,6
190070,33,155.0,8
183146,26,56.0,8
74822,28,96.0,4
42363,45,5.0,10
24896,13,500.0,1
172372,64,125.0,3
62787,39,276.0,1
189601,43,34.0,6
136735,15,244.0,6
180925,61,85.0,4
131682,49,56.0,8
30319,65,128.0,9
23988,50,233.0,5
114932,58,5.0,9
95417,37,311.0,7
131130,27,55.0,8
101585,19,184.0,9
171332,41,57.0,6
6514,17,111.0,5
155563,31,181.0,4
79362,59,15.0,7
184527,45,55.0,4
68988,37,146.0,4
35843,13,198.0,5
166521,28,5.0,5
101421,46,231.0,5
13604,36,41.0,9
126744,57,335.0,4
191702,28,39.0,3
118105,62,5.0,10
38146,30,176.0,6
80812,42,145.0,6
154306,59,273.0,5
34520,54,241.0,4
120338,14,157.0,8
174636,34,205.0,1
145674,53,269.0,6
79004,27,28.0,5
137972,29,367.0,2
165564,27,74.0,9
99178,28,54.0,7
82273,15,225.0,6
34870,52,191.0,4
162500,41,294.0,7
185391,24,313.0,10
118253,50,168.0,10
121893,64,308.0,6
79713,64,169.0,9
16302,64,85.0,3
90752,32,100.0,1
122021,21,284.0,1
104119,57,411.0,1
169071,40,63.0,7
161751,63,318.0,3
127660,35,305.0,3
22931,47,335.0,1
23125,65,5.0,10
120463,16,69.0,10
28805,24,180.0,10
92507,40,266.0,4
167288,63,330.0,1
185848,34,285.0,7
63615,23,160.0,6
155938,39,74.0,8
36259,17,283.0,4
57107,41,5.0,6
108215,42,115.0,9
10792,34,135.0,3
54289,39,23.0,7
194868,52,253.0,2
29427,48,222.0,7
147685,61,160.0,9
10143,29,158.0,2
153345,40,47.0,8
87908,35,310.0,2
197722,41,146.0,8
92536,32,330.0,2
175897,34,153.0,8
63705,48,162.0,8
143650,14,182.0,8
78413,49,204.0,3
10936,30,281.0,4
62130,34,134.0,5
38804,23,255.0,5
116197,15,5.0,10
19040,56,114.0,3
38079,41,295.0,9
169068,35,68.0,5
149259,54,145.0,8
183277,37,240.0,4
89660,48,236.0,6
78730,51,364.0,1
60876,30,228.0,7
145095,13,219.0,4
67829,24,296.0,7
136713,56,90.0,3
126761,21,161.0,4
25409,18,140.0,7
174159,52,82.0,1
101170,48,134.0,5
63145,21,174.0,8
107430,63,225.0,4
67097,14,286.0,5
145216,16,45.0,10
1793,18,153.0,8
121181,64,75.0,5
29162,28,323.0,5
19661,63,85.0,8
98976,23,87.0,7
67456,61,119.0,4
20886,30,147.0,2
17851,16,366.0,1
78541,64,176.0,8
32014,64,299.0,5
114119,46,190.0,6
57096,29,140.0,10
128205,46,216.0,9
161797,57,132.0,1
52057,25,43.0,7
155734,35,271.0,5
71049,27,201.0,6
116658,37,105.0,6
191606,58,156.0,9
17019,50,201.0,7
179505,58,96.0,7
155100,39,224.0,1
34657,41,243.0,6
116724,51,240.0,4
83120,62,324.0,6
69783,32,287.0,3
135660,32,227.0,7
109359,41,358.0,1
37581,39,262.0,7
57989,23,180.0,4
83266,27,25.0,5
174599,24,99.0,6
150855,21,363.0,5
94992,65,76.0,2
149569,64,68.0,9
162030,43,186.0,2
98434,18,117.0,1
23170,38,5.0,10
38444,30,24.0,8
143812,49,267.0,4
140061,16,5.0,9
111945,19,158.0,4
70774,16,5.0,9
123877,20,68.0,10
91789,43,96.0,10
56730,24,261.0,4
139383,28,248.0,1
145913,59,44.0,10
196539,44,247.0,6
68732,25,293.0,7
46610,64,96.0,4
170351,18,372.0,10
187041,34,213.0,5
169290,36,382.0,2
116780,27,333.0,4
36048,35,227.0,6
10594,63,73.0,6
25238,26,432.0,1
103848,25,208.0,2
177139,31,189.0,9
181633,44,238.0,10
129969,22,222.0,6
167286,22,233.0,3
131596,45,192.0,2
69301,55,5.0,10
30212,46,319.0,5
189433,27,197.0,6
66182,54,241.0,6
99486,30,127.0,7
94898,22,88.0,7
31110,59,241.0,4
71072,44,276.0,6
34602,15,119.0,3
12531,28,344.0,6
5713,25,248.0,3
127458,25,52.0,6
60336,27,200.0,4
86942,56,314.0,5
124642,59,262.0,3
14009,38,176.0,10
149614,44,52.0,9
149121,42,315.0,1
123620,13,308.0,10
140692,57,18.0,5
59432,47,102.0,8
66572,58,34.0,10
157884,51,236.0,4
66470,20,227.0,5
70678,64,13.0,6
126421,28,249.0,8
60482,14,152.0,8
58546,45,275.0,3
149310,15,61.0,9
96912,44,249.0,4
136648,53,161.0,7
183357,29,290.0,10
161661,15,148.0,8
118764,26,151.0,4
194545,30,103.0,4
72300,20,215.0,5
186847,52,106.0,8
112692,45,116.0,8
199198,26,212.0,3
123717,37,260.0,7
91768,34,143.0,3
10109,26,269.0,3
173285,53,228.0,9
154638,55,152.0,5
61396,17,375.0,3
44574,63,5.0,9
132532,44,267.0,2
42016,64,121.0,10
179737,34,254.0,10
189600,17,366.0,10
54224,26,79.0,10
130746,25,132.0,8
22977,37,154.0,6
166924,16,215.0,5
186850,20,89.0,3
118294,53,42.0,7
179372,29,93.0,10
59613,54,207.0,8
184084,38,422.0,1
20530,22,178.0,2
161431,27,356.0,3
136429,31,254.0,10
26078,42,260.0,1
187835,28,179.0,9
192004,65,149.0,8
196144,27,231.0,4
38644,57,132.0,6
44036,27,162.0,10
138944,32,201.0,3
115248,61,244.0,3
49140,34,77.0,8
200054,17,326.0,3
122171,33,164.0,10
101548,28,231.0,7
168366,16,294.0,7
4523,19,137.0,1
193039,46,171.0,3
168314,16,330.0,1
23947,52,369.0,2
117223,32,208.0,10
30106,49,155.0,5
191988,65,40.0,8
81579,40,303.0,8
37134,34,213.0,8
1452,55,283.0,3
4609,37,20.0,9
183184,18,369.0,4
177813,43,351.0,1
128353,46,354.0,1
43834,26,171.0,8
90341,54,292.0,9
55773,46,165.0,5
12114,56,261.0,6
174685,51,119.0,6
171694,28,258.0,6
36841,44,382.0,6
128569,13,299.0,10
155134,14,419.0,3
73453,31,220.0,2
162858,52,207.0,6
158430,33,43.0,10
178324,25,196.0,9
117672,51,23.0,7
30428,13,63.0,6
48966,31,287.0,7
176490,13,260.0,6
74890,53,244.0,7
153649,63,292.0,4
162124,49,5.0,5
40232,18,239.0,10
11386,16,280.0,10
145476,30,234.0,5
105003,53,274.0,3
16270,37,206.0,3
63175,15,182.0,8
192220,38,319.0,4
10933,19,411.0,2
162749,15,253.0,2
54084,42,314.0,2
52405,25,493.0,2
136586,43,12.0,5
61711,61,174.0,9
68254,27,288.0,8
98775,23,127.0,5
102097,58,68.0,2
182720,22,186.0,2
11518,59,98.0,3
40406,36,116.0,10
22026,46,57.0,6
90553,51,251.0,6
196135,30,279.0,8
16424,62,203.0,6
73650,21,320.0,3
23820,63,126.0,10
197566,56,33.0,5
171226,51,47.0,8
36008,29,363.0,1
103137,42,64.0,9
125972,27,50.0,7
195107,52,47.0,10
45132,50,166.0,4
116275,13,194.0,8
168652,38,117.0,4
1950,22,121.0,9
64647,26,63.0,9
146313,26,216.0,7
127765,37,323.0,2
121018,20,284.0,2
1087,48,231.0,10
187381,18,89.0,1
114954,38,445.0,2
4445,13,152.0,7
178512,42,5.0,9
171058,45,12.0,7
158186,35,162.0,9
73234,16,257.0,1
168462,49,5.0,8
122651,42,201.0,3
12897,65,310.0,6
144068,42,343.0,1
123993,47,47.0,6
191684,18,5.0,9
9392,55,178.0,9
4894,13,169.0,6
186976,43,268.0,6
30919,32,240.0,1
39528,22,5.0,7
118695,25,307.0,6
120761,32,228.0,6
20502,55,112.0,1
56328,34,5.0,8
159835,51,233.0,10
82678,54,169.0,4
12107,31,52.0,7
153918,65,217.0,5
38244,60,297.0,1
40150,13,5.0,10
115534,44,90.0,5
67670,45,317.0,5
84188,39,84.0,3
122535,46,239.0,2
35576,57,394.0,3
170371,63,179.0,2
97615,39,275.0,2
99627,64,27.0,3
42340,31,271.0,4
105670,39,57.0,4
185865,32,246.0,4
160369,60,100.0,6
21919,36,171.0,7
139738,20,325.0,9
25254,29,130.0,2
174017,34,176.0,2
193317,63,57.0,1
192579,26,18.0,9
98827,62,205.0,8
24892,15,88.0,4
147215,35,153.0,3
8875,50,323.0,7
136646,58,215.0,8
134697,43,141.0,6
15822,57,74.0,7
90957,49,184.0,7
109739,52,270.0,3
27931,32,27.0,8
196702,29,291.0,9
3181,19,90.0,8
2332,62,328.0,3
177692,64,350.0,1
176641,40,73.0,3
5897,26,159.0,10
24523,60,167.0,6
13531,19,16.0,6
61087,57,310.0,9
13807,17,333.0,5
29910,52,183.0,4
98007,39,94.0,1
162891,30,346.0,2
147950,32,223.0,1
92912,46,127.0,3
40911,14,87.0,10
111506,23,87.0,4
155265,14,355.0,3
154948,52,116.0,2
195848,51,108.0,7
76355,49,110.0,9
175048,21,276.0,8
39103,45,321.0,8
139271,65,319.0,5
121883,54,147.0,10
27016,28,77.0,2
149213,28,207.0,6
110015,65,23.0,3
53486,51,71.0,3
3597,26,267.0,2
29113,24,392.0,2
180812,56,5.0,8
3570,32,230.0,8
184050,59,381.0,1
45813,33,242.0,8
95918,15,345.0,6
59,40,94.0,10
111592,27,326.0,2
42904,13,270.0,4
184319,34,137.0,1
14673,24,399.0,4
41860,54,339.0,1
168043,28,360.0,3
15367,44,178.0,9
18041,18,130.0,10
28779,37,188.0,9
157823,59,5.0,10
186865,59,163.0,9
50097,34,5.0,10
43744,63,354.0,1
67350,57,194.0,6
159487,65,105.0,8
99170,19,190.0,7
50656,23,339.0,2
144651,39,5.0,5
119044,64,52.0,3
30022,17,192.0,5
115480,43,157.0,7
19006,15,236.0,4
122057,61,26.0,8
4520,29,76.0,4
44476,49,251.0,2
171690,64,160.0,6
112886,26,202.0,8
79466,57,154.0,2
32055,42,151.0,7
